Cliente;Data_Cadastro;Telefone;Email;Valor_Compra;Status;Categoria;ID_Produto;Endereco;Estado;CEP;Produto;Quantidade;Forma_Pagamento;Observacao
Sra. Sr. Benício da Mota;26/07/2024;+55 (011) 2997 7271;nunesgustavo-henrique@bol.com.br;4988,27;INATIVO;Roupas;CU27-04Dh;Viaduto Stella Ramos, 98, Monte Azul, 99107609 Costela / RN;MG;79180-463;Camisa;;;Cliente VIP
Dra. Dr. Paulo Lopes;2023-11-02;+55 51 1175 0998;emonteiro@hotmail.com;5717,3;;Eletrônicos;mV20-63kE;Vila de da Conceição, 2, São Vicente, 41252777 Campos / ES;MG;82994613;Fone de Ouvido;3;Cartão;Entregar urgente
Sr. Davi Lucca Jesus;08/03/2024;84 8196 3595;jesusagatha@rezende.br;8289.02;INATIVO;Roupas;dS21-72UI;Avenida de Silveira, 13, Ribeiro De Abreu, 93018-757 Ramos / PR;MG;841116;Vestido;;Cartão;Atraso na entrega
Sra. Bernardo Castro;30/03/2025;(041) 6415-8456;numquam@quo;3024.77;INATIVO;Móveis;La25-66Ir;Ladeira Calebe Melo, 2, Nossa Senhora Aparecida, 05615-294 da Paz / SP;SP;75038-363;Armário;;dinheiro;
Sr. Breno Moreira;12/11/2023;61 1645 1299;joaquim61@cunha.com;7599,16;Inativo;Roupas;nA60-62Zt;Largo Davi Luiz da Rocha, 53, Maria Tereza, 95775-084 Fernandes / MS;RS;71119-898;Vestido;;;Cliente VIP
Srta. Mariana Fogaça;2024-03-10;5521934549687;catarina28@hotmail.com;7191,5;Em análise;Alimentos;fa63-16sl;Travessa Souza, 8, Marieta 3ª Seção, 32049134 Pinto / AM;SP;09842761;Chocolate;;dinheiro;Atraso na entrega
Cauê Moreira;19/08/2024;+55 51 3960 5006;isabel40@lima.net;3388.35;Em análise;Alimentos;BI46-44Be;da Mota;RS;63245-986;Refrigerante;4;PIX;Cliente VIP
Nina Araújo;2023-07-09;+55 (041) 4599-1274;teixeiracarlos-eduardo@ig.com.br;1315.25;Inativo;Móveis;nV26-29bv;da Mota;SP;97369-423;Cadeira;;;Entregar urgente
luiz felipe da paz;26/08/2024;5584912530010;maria-alice71@yahoo.com.br;339.44;ativo;Móveis;Gw38-45KF;Viela da Mota, 14, Céu Azul, 52268-565 Duarte das Pedras / CE;MG;41057-850;Armário;;;Atraso na entrega
Dra. Luiza Cardoso;27/05/2024;+55 71 7199-5260;aragaovitor@carvalho.br;3940,46;;Eletrônicos;yh06-51oW;Costa;RJ;03493-676;Smartphone;;;Atraso na entrega
valentina araújo;2024-08-29;+55 (084) 1043-5489;oliveirajulia@uol.com.br;1436.61;Inativo;Móveis;Ax35-74KT;Feira de Pires, São Jorge 2ª Seção, 87029-225 Cunha dos Dourados / ES;SP;84815762;Cadeira;;;Cliente VIP
Sr. Pedro Henrique Duarte;2023-07-25;5541971387954;tramos@uol.com.br;877.84;Inativo;Alimentos;dq93-01PX;Chácara da Rocha, 467, Zilah Sposito, 16758141 Peixoto dos Dourados / RO;RJ;55893895;Bolacha;1;PIX;Cliente VIP
Dra. Pedro Miguel Aragão;2024-08-03;5521985975334;bryan27@nunes.br;719,81;Em análise;Alimentos;FT61-52Sg;Praia Cardoso, Cachoeirinha, 72370048 Correia / AP;SP;17066639;Bolacha;2;PIX;
Srta. Maria Eduarda Jesus;2024-04-24;81 6149-1933;qteixeira@uol.com.br;1007.81;ativo;Roupas;gs88-75aa;Largo Novaes, 63, Santa Rita De Cássia, 41463-328 Santos de Minas / AM;XX;41048802;Camisa;1;Boleto;Cliente VIP
Sr. Gustavo Ferreira;17/07/2023;+55 (071) 5768-6777;joao-pedroda-costa@farias.br;3262.87;INATIVO;Roupas;ln44-10Jt;Área das Neves, 28, Lagoinha Leblon, 98320-155 Oliveira / TO;RJ;48771166;Calça;3;Dinheiro;
Sra. Ana Beatriz Dias;07/02/2025;21 0976-7640;igor49@nunes.org;7623,38;Ativo;Roupas;hL37-16Nh;da Rocha;RS;13146-744;Camisa;;PIX;Atraso na entrega
yasmin da cruz;18/11/2023;5531923626537;ynunes@yahoo.com.br;7488.28;;Móveis;Oh03-05bv;Núcleo de Azevedo, 24, Santana Do Cafezal, 14524929 da Rocha / PR;AM;24718-064;Armário;;PIX;Atraso na entrega
Dra. Lucas Gabriel Fogaça;2024-10-13;5584912426589;onovaes@da.com;8256.11;Em análise;Eletrônicos;qp64-86UU;Jardim de Oliveira, 14, Vila Da Luz, 70989808 Freitas / RS;MG;28477-;Smartphone;;PIX;Cliente VIP
clara mendes;2024-06-13;+55 71 8201 9189;da-cunhadiego@aragao.br;3912.52;ativo;Roupas;TH52-07wq;Rodovia Barbosa, 1, Frei Leopoldo, 48868-298 Novaes / GO;AM;00609835;Jaqueta;;Boleto;Cliente VIP
Thomas da Luz;22/06/2023;5541946345805;ufarias@hotmail.com;5056,9;Inativo;Eletrônicos;lX40-22gg;Viela de da Cunha, 36, Jaraguá, 83890-593 Castro dos Dourados / SC;RS;72736-261;Tablet;;dinheiro;Atraso na entrega
sr. kaique araújo;04/04/2024;5531928532532;lopesmarina@gomes.com;5034,63;;Alimentos;tN00-05tg;Conjunto Novaes, 6, Vila Barragem Santa Lúcia, 15543151 Farias Verde / AC;XX;63824-775;Refrigerante;;Boleto;Cliente VIP
Dra. Nicolas Souza;2024-10-12;5561933570127;larissa78@azevedo.br;6896.04;Ativo;Alimentos;Fd17-09ga;Conjunto Marcela Azevedo, 78, Apolonia, 87150534 Ramos / RJ;MG;13892-059;Refrigerante;;Boleto;Entregar urgente
murilo da mota;2024-11-08;+55 84 7467-9855;mouraenzo@bol.com.br;5270,34;;Alimentos;WX20-01jD;Recanto de Oliveira, 7, Engenho Nogueira, 15816484 Monteiro / PI;SP;76800250;Chocolate;1;Cartão;
Isabelly da Cruz;2023-09-26;5561936707699;danilo75@farias.br;3916.56;;Roupas;yX48-75xv;Rodovia Juliana Mendes, 213, Lajedo, 01608-302 Rezende da Mata / DF;MG;10325192;Calça;;;Cliente VIP
Dra. Maysa Alves;17/05/2024;51 5809 4485;peixotoisis@yahoo.com.br;2511,26;Inativo;Roupas;pb33-21rw;Quadra de da Cruz, 27, Jardim Dos Comerciarios, 00840-757 da Conceição do Galho / PE;SP;39967222;Calça;;Boleto;Atraso na entrega
Dra. Sra. Bianca Santos;2024-07-11;5531939652763;helena67@bol.com.br;5986,07;ativo;Alimentos;iw46-40Qt;Trecho Teixeira, 552, Cinquentenário, 21690-718 Cavalcanti / DF;RS;41118-938;Refrigerante;2;PIX;
Isis da Cunha;31/03/2025;(041) 4881-1205;mourasarah@gmail.com;6888.95;Ativo;Eletrônicos;Fi27-59wh;Pátio da Cruz, 38, Flavio Marques Lisboa, 95488-839 Aragão / SE;AM;76000-;Fone de Ouvido;;Cartão;Atraso na entrega
André Gomes;2023-05-26;5571938879474;levisilveira@monteiro.br;4365,87;Em análise;Eletrônicos;UP11-06GX;Passarela Renan Costa, 30, Vila São Geraldo, 66565-700 Fernandes da Prata / BA;XX;26800-163;Smartphone;;Boleto;
Dr. Sra. Beatriz Costela;2025-02-17;5541964987296;kamilly07@fernandes.com;9395.07;ativo;Eletrônicos;id78-21df;Trecho Pietra Nogueira, 34, Túnel De Ibirité, 18298-789 Duarte / CE;XX;72963-515;Tablet;2;Dinheiro;Cliente VIP
Sr. Ana Julia Costa;2023-10-03;41 2312-5093;livianascimento@da.org;1039,7;Ativo;Alimentos;OD30-36rN;Trevo de Farias, 6, Nova Floresta, 63788380 Costela de da Cunha / RN;MG;874034;Bolacha;;dinheiro;Cliente VIP
emilly cavalcanti;25/02/2024;5584972469390;facilis@inventore;1884.41;INATIVO;Móveis;Hn77-44Yh;Trecho Felipe Porto, 81, Vila São Rafael, 49563691 Fogaça / RJ;XX;70186-371;Mesa;2;;Cliente VIP
Sra. Yuri Farias;2024-05-12;81 3052 1937;ducimus@maiores;2010.66;INATIVO;Móveis;rw31-64Gb;Condomínio Freitas, 83, São Gabriel, 31694-249 Alves / PE;RS;93015126;Sofá;;Cartão;Cliente VIP
Dra. Luigi Mendes;2024-06-18;5584999479508;adias@da.br;9131,24;;Eletrônicos;bL45-87HU;Vale Eduardo Cardoso, 42, São Cristóvão, 94991424 Peixoto de Pinto / PA;XX;08861-085;Tablet;2;Dinheiro;Entregar urgente
Dr. Kamilly Costela;09/02/2025;0900 045 9919;qdias@jesus.br;8672,55;ativo;Eletrônicos;cb67-70ry;Loteamento Samuel Duarte, 93, Santo André, 03278-135 Pereira / CE;SP;95851901;Notebook;;Cartão;Cliente VIP
gabrielly moreira;27/04/2025;21 6313 6584;mendesemilly@silveira.org;7078.25;Inativo;Eletrônicos;LU79-36oz;Condomínio Ana Sophia Alves, 169, Santa Efigênia, 71066193 Fogaça / MG;SP;49319-066;Tablet;5;;Entregar urgente
Dr. Vicente da Rosa;09/04/2025;+55 (021) 9737 4989;thomas08@uol.com.br;4307,92;;Eletrônicos;zl52-13ed;Jardim Valentina da Rosa, 362, Cruzeiro, 90387-832 Caldeira / PE;AM;21014211;Smartphone;;Dinheiro;
Sr. Sra. Marcela Aragão;16/05/2023;71 9462-1207;davi-luizalmeida@moura.br;7000,9;;Alimentos;sf36-24Ql;Residencial de Freitas, Vila Da Ária, 16578496 Moraes da Prata / MT;RS;834949;Refrigerante;4;Dinheiro;
Dr. Dra. Emanuelly da Paz;2025-03-28;+55 (084) 1731 7957;ana-luiza95@gmail.com;6418,93;Inativo;Móveis;WH27-17jW;Mendes de da Luz;MG;30638-483;Armário;1;Boleto;Atraso na entrega
Augusto Nascimento;06/01/2025;5581945685352;mirella41@costela.br;2090,59;Ativo;Móveis;Rg72-31PW;Castro de Goiás;RS;97658-;Cadeira;;PIX;Cliente VIP
letícia silva;2023-06-19;71 1138 4581;pereiravitoria@ig.com.br;631,59;ativo;Alimentos;Sq97-51lX;Travessa de Teixeira, 58, Dom Bosco, 42512-349 Freitas de Cardoso / RR;MG;04837-639;Bolacha;;;Entregar urgente
Yuri Barbosa;2023-07-23;71 4248 2093;vianamaria@yahoo.com.br;2784.33;ativo;Alimentos;yo14-76zc;da Paz;MG;48308117;Refrigerante;;Boleto;Cliente VIP
Yuri Alves;02/02/2024;51 0164 8345;umelo@rodrigues.net;3725.59;Ativo;Eletrônicos;VZ33-75wT;Novaes;SP;78417789;Notebook;5;dinheiro;
isadora vieira;2024-07-04;5511973564957;da-rochaeduarda@castro.br;1005.0;;Alimentos;rP39-97sB;Avenida Moura, 422, Santa Rita De Cássia, 45683897 Fogaça / MS;MG;91303329;Café;2;;Entregar urgente
Dr. Helena da Conceição;30/09/2024;5571998043368;samuel32@da.org;330.91;ativo;Eletrônicos;JZ30-49Ae;Gonçalves;RS;35564-159;Smartphone;4;Dinheiro;Atraso na entrega
maitê da paz;2024-11-06;(041) 0071 4793;rebecada-rosa@hotmail.com;446.96;Ativo;Móveis;EX84-67HA;Aeroporto Thales Campos, 8, Cardoso, 20820174 da Rocha do Campo / PR;SP;30002800;Cadeira;2;;Entregar urgente
Ana Laura Nunes;20/07/2023;+55 (041) 3768-7487;pedro91@ferreira.br;2174,03;INATIVO;Eletrônicos;LV87-58aA;Souza;RJ;60039-;Smartphone;;Boleto;
Sra. Kamilly da Conceição;18/04/2025;5571988718826;jda-rocha@da.com;4525,51;INATIVO;Eletrônicos;yY13-90WH;Favela Heloísa Nunes, 47, Guarani, 26009903 Freitas / PB;AM;52474695;Tablet;4;;Cliente VIP
Dr. Lorenzo da Paz;2024-03-28;+55 21 7334-9637;maria-sophiarocha@ig.com.br;279,3;Inativo;Eletrônicos;Lz39-35GU;Rua de da Cruz, 37, Santo Agostinho, 93182664 Pereira Alegre / PE;AM;75909364;Smartphone;;;Entregar urgente
isabella peixoto;29/12/2023;(011) 2129-2389;fugit@at;2516.86;INATIVO;Alimentos;cr30-35vh;Morro Maria Eduarda Silva, 9, Santa Branca, 37994-999 da Conceição de Moraes / SE;SP;63201242;Refrigerante;;PIX;Atraso na entrega
catarina azevedo;2025-01-29;31 4191 7502;aliciada-luz@yahoo.com.br;3424,51;Em análise;Alimentos;LS05-75AL;Moraes;MG;91576-276;Bolacha;;dinheiro;
diogo da rosa;2024-02-03;5551908233758;isis49@barbosa.org;6639,77;INATIVO;Alimentos;fl79-53sc;Teixeira do Galho;SP;44027-111;Refrigerante;;dinheiro;Entregar urgente
Luiz Felipe Porto;20/05/2024;+55 31 5108 1750;ninacostela@uol.com.br;6706.39;ativo;Alimentos;Rm94-84DU;Morro de Castro, 92, Delta, 58938659 Azevedo / MS;XX;64899-218;Chocolate;2;;
bernardo castro;2025-01-07;0800 472 5916;ana-vitoria55@bol.com.br;4228,42;Em análise;Eletrônicos;xc30-68ku;Fazenda Rezende, 5, Barão Homem De Melo 2ª Seção, 43344-571 Cardoso do Sul / RO;MG;72023-579;Fone de Ouvido;;;Atraso na entrega
Dr. Dr. Antônio da Rocha;24/05/2024;0800 297 3740;pietradias@rodrigues.com;840,58;Inativo;Eletrônicos;jc02-80rz;Castro;MG;97791237;Notebook;;;
ryan almeida;2023-12-29;+55 (041) 7468 8652;molestias@odio;9263,61;Em análise;Eletrônicos;SP56-33uS;Favela Marcelo Ferreira, 56, Alto Barroca, 06199-102 Barbosa do Oeste / MS;RJ;91343949;Notebook;;PIX;
Paulo Alves;22/06/2024;+55 (071) 6439-5449;isabellasales@ig.com.br;1131.8;Inativo;Roupas;Ax26-86Yg;Núcleo de da Cruz, 18, Tiradentes, 48171910 Azevedo / PI;SP;553932;Jaqueta;;Boleto;Cliente VIP
Dr. Benjamin Pereira;02/01/2024;(021) 1137 3643;araujolais@bol.com.br;246,87;INATIVO;Alimentos;MU99-48Bp;Parque Cavalcanti, 12, Alto Das Antenas, 80366658 Viana Alegre / TO;MG;37833087;Café;;dinheiro;Entregar urgente
Luiz Miguel Almeida;10/07/2024;5584942895061;cazevedo@bol.com.br;8726.56;Inativo;Móveis;ZB52-28da;Barros Alegre;RJ;55082-247;Mesa;;Cartão;Cliente VIP
Dr. Ana Julia Ribeiro;14/08/2023;+55 (031) 3823 0468;rafael90@uol.com.br;7399,5;INATIVO;Roupas;eh46-44qR;Viela Maria Clara Ramos, 55, Ermelinda, 32170-875 Rezende / MA;MG;54690130;Camisa;;;Entregar urgente
Sra. Melissa Santos;14/02/2024;+55 11 2926-2253;bernardobarbosa@da.com;2732.07;INATIVO;Alimentos;UJ20-69WG;Lagoa da Cruz, 42, Nova Floresta, 63661-803 da Mata do Amparo / PI;AM;65248-989;Chocolate;;PIX;
Sra. Bárbara Lopes;2023-10-03;5561934956609;zmendes@da.com;5569.16;;Móveis;ya35-15oT;Praia Peixoto, 16, Petropolis, 63083106 Oliveira da Mata / TO;RS;78828777;Cadeira;3;Dinheiro;
marina das neves;2023-09-06;21 1006 0406;freitasdiego@bol.com.br;442.08;;Alimentos;vF49-53kN;Silveira;MG;88924-247;Refrigerante;2;Dinheiro;Atraso na entrega
sra. isabella melo;20/08/2024;5511978883617;yasmin85@ig.com.br;2079,03;Ativo;Móveis;Tx60-51aN;Trevo Fogaça, Vila Batik, 62522-431 Rocha / ES;MG;73880809;Sofá;3;Dinheiro;Entregar urgente
joana novaes;15/01/2024;+55 81 9188-4506;maria-alice23@uol.com.br;4615,81;;Eletrônicos;WN98-72uv;Colônia Novaes, 44, Santa Cruz, 56372-262 Barros das Pedras / PB;MG;508879;Tablet;;PIX;Atraso na entrega
Dra. Maria Luiza Aragão;17/01/2024;5561980894998;diego64@yahoo.com.br;9154,49;Ativo;Roupas;ub89-46NV;Rodovia de Cavalcanti, 33, Jatobá, 72808699 Gomes / BA;SP;14217973;Jaqueta;1;Boleto;Cliente VIP
isaac cardoso;13/08/2024;+55 (061) 5706-1113;vieiraalexia@da.com;5510.18;Inativo;Alimentos;yG66-55ot;Via Nathan da Paz, 8, Fazendinha, 38020544 Oliveira da Serra / AM;AM;12293194;Bolacha;;dinheiro;Cliente VIP
levi pires;2023-08-19;5541930110627;rsouza@bol.com.br;243,95;ativo;Eletrônicos;fk06-09vK;Estrada Rezende, 835, Sport Club, 50148-742 da Costa / TO;AM;44233691;Smartphone;;Cartão;Atraso na entrega
Dr. Isadora Pereira;2024-03-03;+55 21 2420-9808;natus@doloremque;7747.78;;Eletrônicos;kp82-98Nk;Condomínio Maria Eduarda Pereira, Jardim Leblon, 79563-982 Moura / AP;RS;525059;Fone de Ouvido;;Cartão;
Diego Carvalho;2024-07-07;5584902310303;lorena79@duarte.br;6665,29;Inativo;Eletrônicos;KO44-73gN;Travessa de Correia, 65, Antonio Ribeiro De Abreu 1ª Seção, 77985-892 da Luz / SP;SP;68157728;Smartphone;;Cartão;Cliente VIP
Vitor Hugo da Costa;28/06/2024;0500-964-7808;raulnascimento@bol.com.br;5859.31;;Roupas;yR70-67Ha;Via Castro, 97, Novo Glória, 07873289 Cavalcanti / RS;XX;90914-539;Camisa;;PIX;Atraso na entrega
Cauã Oliveira;13/05/2024;41 0123-6103;xcaldeira@dias.br;495,74;;Alimentos;XI74-98Mh;Lago Sarah Nascimento, 2, São Cristóvão, 34769-249 Silva / ES;XX;36891098;Chocolate;2;Boleto;Cliente VIP
Sra. Thomas da Mota;25/04/2025;(051) 6485 6069;mouraana-beatriz@uol.com.br;6505.79;INATIVO;Alimentos;bK20-46fg;Pátio de Costa, 619, Custodinha, 53776168 Carvalho de Araújo / PR;SP;38536-295;Bolacha;;;Atraso na entrega
Carlos Eduardo Gomes;2024-08-22;5584951886514;vinicius80@bol.com.br;7593,76;ativo;Eletrônicos;Ve61-85Hc;Feira de Silva, 86, Grota, 57192-853 Silva / MT;RJ;54874902;Smartphone;;Boleto;Cliente VIP
Dr. Rafael Rodrigues;2023-12-06;41 9526 5352;carvalhomaria-clara@ig.com.br;5686,67;Ativo;Eletrônicos;KF73-98KZ;Melo do Galho;RS;64984-856;Smartphone;;Dinheiro;
Ana Clara Gonçalves;2023-09-15;+55 (084) 8151 2742;heitorramos@farias.com;5122,38;ativo;Alimentos;oX75-97iv;Vila de Costela, 7, Barão Homem De Melo 3ª Seção, 38461-020 Barbosa do Norte / MS;XX;19240-000;Refrigerante;;Boleto;Entregar urgente
Sr. Catarina Almeida;2024-04-02;5531994258736;cunhasamuel@bol.com.br;7808.02;ativo;Móveis;fd80-20Gh;Esplanada Santos, 94, Granja De Freitas, 38386360 Oliveira / ES;SP;63868835;Armário;;Dinheiro;Cliente VIP
Dra. Sr. Levi Castro;2023-11-10;84 0885 5144;alicepereira@da.br;4727,73;Em análise;Roupas;QK03-31ZE;Ramos;RJ;78888-046;Camisa;;Dinheiro;Atraso na entrega
Dra. João Felipe Nunes;2023-05-28;(031) 8673-1966;barbosajuan@uol.com.br;4113.65;INATIVO;Roupas;hm98-08iN;Aeroporto de Araújo, 686, Ribeiro De Abreu, 08212-435 Pereira / RN;MG;42541-588;Jaqueta;;PIX;Atraso na entrega
laís nogueira;2025-03-23;(061) 3005 4877;ut@placeat;7103,36;Em análise;Móveis;QQ02-52uA;Setor de Novaes, 36, Castanheira, 50567756 Dias do Norte / ES;MG;16866-942;Cadeira;;;Entregar urgente
Helena Lopes;2025-03-24;+55 51 5503 6049;talmeida@gmail.com;402,04;INATIVO;Eletrônicos;iJ44-16Qj;Dias de Minas;MG;60982-;Smartphone;;;Atraso na entrega
Sra. Isis Cardoso;2023-08-30;+55 81 6810-7135;diaslivia@pereira.br;7137,4;ativo;Eletrônicos;HQ44-59vA;Residencial Lopes, 72, Cruzeiro, 16934035 Almeida / MT;SP;70837331;Fone de Ouvido;;PIX;
Sarah Mendes;2023-12-24;+55 (071) 0777-9957;balves@aragao.br;9759.95;ativo;Alimentos;qQ11-37vy;Largo Monteiro, 869, Cidade Nova, 70663695 da Conceição / RJ;AM;80458473;Chocolate;;;Atraso na entrega
samuel lima;2024-11-01;5571941090859;excepturi@aperiam;5683,83;Ativo;Eletrônicos;dJ98-55iK;Cunha;RS;73303-;Fone de Ouvido;4;PIX;Entregar urgente
Sra. Heloísa Freitas;2023-09-11;5551903987608;fda-rocha@porto.br;4607.02;Em análise;Alimentos;zf36-09rL;Farias do Sul;RJ;42123-548;Refrigerante;3;Cartão;Entregar urgente
Sra. Samuel Pires;04/01/2024;+55 (061) 1676 5053;gustavonogueira@da.br;6673,6;Inativo;Roupas;Mp91-63rN;Morro Correia, 859, Chácara Leonina, 80663-902 Lopes / BA;RJ;07834498;Calça;1;Cartão;Cliente VIP
Vitória Ribeiro;2024-08-13;11 5436-7232;pereiravalentina@bol.com.br;346.87;Ativo;Roupas;TH58-62He;Alameda Ryan Castro, 665, Boa União 1ª Seção, 99492787 Ramos das Pedras / ES;MG;21680660;Vestido;5;;Entregar urgente
Srta. Stephany da Mota;12/01/2025;+55 71 8532-8178;aragaoana-vitoria@yahoo.com.br;9220.0;Inativo;Alimentos;MW88-85gB;Aeroporto Otávio Gonçalves, 99, São Luiz, 10290261 da Costa de da Mota / BA;AM;83466-257;Refrigerante;;Dinheiro;Cliente VIP
Alexandre Cavalcanti;11/11/2024;0900-563-6360;thiago61@uol.com.br;8342,26;INATIVO;Roupas;lu44-78So;Monteiro;MG;38666-775;Calça;;dinheiro;
Cauã Oliveira;2023-08-31;(061) 2842-2839;ana-claramoura@azevedo.net;8068.86;;Móveis;MX11-85Ag;Residencial Oliveira, Ademar Maldonado, 84238-227 Farias Grande / MS;XX;521775;Mesa;2;;Atraso na entrega
lavínia da rocha;26/10/2024;81 6744 7554;ana-liviafreitas@carvalho.br;8853,53;Inativo;Alimentos;Yl92-14JH;Pinto do Amparo;MG;32601866;Refrigerante;;Dinheiro;Entregar urgente
Sra. Luana da Costa;09/01/2024;+55 11 7521 3867;da-mataluigi@hotmail.com;5853.69;INATIVO;Móveis;Km71-56Rw;Quadra de da Paz, Conjunto Jatoba, 18091530 Nogueira / AL;RJ;02091-961;Cadeira;;dinheiro;Entregar urgente
sr. thomas dias;2024-05-29;0500-056-9864;msales@monteiro.br;5590.51;INATIVO;Eletrônicos;Iq09-81OJ;da Cunha;SP;00336042;Fone de Ouvido;;PIX;Entregar urgente
luiz otávio castro;13/01/2024;5511900571449;araujodavi@nogueira.br;7958.76;;Eletrônicos;KK72-67KM;Lagoa da Mota, 22, Coração De Jesus, 26143735 Pires / GO;MG;12957365;Tablet;;;Atraso na entrega
Sra. Ana Beatriz Gomes;2024-11-13;5561951577375;maria-julia03@monteiro.com;8561,56;Inativo;Eletrônicos;Am59-18Pt;Largo de Oliveira, 85, Aparecida, 01768-427 Novaes de Nogueira / RS;SP;09774-143;Notebook;5;;
lorena pereira;11/11/2024;71 0073-2888;laurada-luz@porto.com;8554.71;ativo;Alimentos;vA08-83jl;Distrito Pereira, 49, Boa União 1ª Seção, 27348668 Silva / MS;SP;20761-280;Refrigerante;;;Cliente VIP
Rafaela Sales;22/11/2023;5541994179047;vcorreia@rezende.net;9809.69;Ativo;Móveis;jq61-19qJ;Ladeira da Rosa, 19, São Sebastião, 15246777 Fogaça / SP;XX;67000-906;Sofá;;dinheiro;
Helena da Mota;2024-07-15;(084) 5171-1027;goncalvesbrenda@pinto.br;8057.87;;Eletrônicos;kc02-47LX;Campo Rezende, 410, Vila Maria, 54594-191 da Rosa do Oeste / AP;MG;34136051;Smartphone;;;Entregar urgente
Sra. Theo das Neves;23/03/2025;61 2185-5631;moreirajulia@souza.br;9343,58;ativo;Eletrônicos;Be70-18Of;Área Ana Ferreira, Nossa Senhora Aparecida, 52203-779 da Cunha Alegre / CE;RS;51626-154;Smartphone;;;
Sra. Henrique Pinto;2024-07-20;5511935070602;ribeirojoaquim@ig.com.br;3345,18;;Móveis;cg15-61jU;Porto do Amparo;AM;48996-330;Sofá;4;Boleto;Cliente VIP
sra. laura porto;2023-09-05;+55 (051) 9466 7519;sda-cruz@yahoo.com.br;9948.17;;Móveis;kn90-71dH;Esplanada de da Cunha, 164, Vila Pilar, 01058415 Correia / MS;AM;874580;Cadeira;4;PIX;Entregar urgente
Sra. Maria Vitória Correia;2024-07-05;5571981028232;diegoda-cruz@porto.br;7842.59;INATIVO;Eletrônicos;wz32-36EG;Núcleo Ana Vitória Lopes, 74, São Gabriel, 21222-393 Araújo das Pedras / SE;RS;82517750;Notebook;;Dinheiro;Cliente VIP
Dra. Dra. Sarah Pereira;2023-05-02;5531986435050;laviniasilveira@da.net;5371,87;;Alimentos;Kv94-69dH;Praça Arthur Azevedo, 82, Itaipu, 51100-380 Lima Paulista / RO;RS;74718731;Bolacha;;Cartão;Entregar urgente
Sr. Ryan Nascimento;25/03/2024;41 7499-9783;rochaluna@da.com;5158,42;Ativo;Móveis;zp70-77ks;Duarte da Praia;AM;37087732;Mesa;;Cartão;Entregar urgente
sr. diogo gonçalves;2025-01-11;+55 (011) 2580-8350;carvalhoalexia@nogueira.br;5570,68;Em análise;Alimentos;sr95-99RA;Lago Thales Azevedo, 734, Marilandia, 97962-470 Novaes / PA;MG;83211-979;Refrigerante;3;;Entregar urgente
Dr. Lavínia Aragão;23/12/2024;(071) 7316-7419;laboriosam@labore;6121.0;Inativo;Alimentos;tq28-37Xb;Vila Heloísa Rocha, 5, Santa Amelia, 20827-595 da Luz / MA;XX;338081;Chocolate;5;;Entregar urgente
Milena Duarte;30/01/2025;(081) 0115 5123;ssilva@uol.com.br;3410.98;Inativo;Alimentos;nA88-84Fj;Setor Correia, 77, Jardim Vitoria, 18374-870 da Mota / AL;MG;94022-255;Bolacha;;;Entregar urgente
Srta. Heloísa da Mota;14/12/2023;+55 84 4587 9013;repellat@consequatur;7048,23;INATIVO;Alimentos;vr74-30nq;Vale Sales, 40, Juliana, 34375790 Silva / SC;XX;03496-331;Chocolate;;Cartão;Entregar urgente
alexia viana;2024-06-14;71 8345 7445;amoura@gmail.com;3471.0;Ativo;Roupas;Dt64-19jm;Vale Porto, 59, Juliana, 87611930 Pinto / AP;XX;75979-497;Vestido;3;PIX;Atraso na entrega
Leandro Ramos;20/05/2023;(041) 7678 2285;consectetur@eum;3048,02;INATIVO;Móveis;wA99-93Xl;Fazenda de da Cunha, 921, Universo, 35588898 Campos / MA;SP;29640527;Sofá;;;Atraso na entrega
Bruno Caldeira;12/04/2024;5571945637876;pereiravitoria@hotmail.com;9203,5;ativo;Móveis;zI21-43QK;Favela Marcela Gonçalves, 8, Mantiqueira, 75185343 Barros do Galho / MA;RS;52498026;Cadeira;;PIX;Atraso na entrega
Julia Dias;20/01/2024;+55 71 9681 9120;carvalhokevin@teixeira.com;1625,96;INATIVO;Móveis;py17-26tK;Viela de Fernandes, 18, Vitoria, 97547072 da Cruz de Minas / MA;RS;80547-560;Cadeira;4;;
Luiz Miguel Teixeira;2025-01-04;+55 31 2205-6748;iste@dicta;569.78;Em análise;Eletrônicos;sm12-91hA;Rodovia de Carvalho, Manacas, 64947-970 Moraes de Minas / AL;XX;84557-112;Notebook;1;;Atraso na entrega
Dra. André Teixeira;30/08/2023;21 9120 0858;moreirajuliana@yahoo.com.br;5948.64;;Roupas;kQ63-58iW;Ladeira de Teixeira, 24, Barão Homem De Melo 3ª Seção, 10061-359 Silva / PI;MG;46884994;Vestido;;dinheiro;Atraso na entrega
Esther Campos;08/03/2024;+55 11 6239-8408;labore@quibusdam;4243,04;Inativo;Eletrônicos;Xg94-19kR;Ladeira da Costa, 87, Candelaria, 22366-697 Cardoso de Goiás / PE;RS;61310-736;Fone de Ouvido;;;Entregar urgente
Sra. Bruna Monteiro;2023-12-10;(041) 2266-8961;souzamaria-alice@hotmail.com;8553.73;Em análise;Eletrônicos;Fq52-82aS;Área Mariana da Costa, 80, Alto Caiçaras, 22706924 Vieira / RS;SP;01386797;Smartphone;4;;Cliente VIP
